,head,relation,tail,literal,narrative,dialogue,speakers,PersonX,PersonY,PersonZ,original_index,split,head_answer,pmi_head_answer,relation_tail_answer,pmi_relation_tail_answer
113,PersonX explains to PersonY the situation,xWant,to make PersonY feel better,Charity explains to Lindsy the situation. Now Charity wants to make Lindsy feel better.,Charity tells Lindsy that he is sorry for what happened and that he knows how she feels. He gives her a hug and tells her that everything will be alright.,"[""I'm sorry for what happened. I know how you feel.""
 ""It's just so unfair. Why did this have to happen?""
 ""I don't know. But I do know that everything will be alright. Just give it some time.""
 ""How can you say that? Everything is just falling apart. My life was perfect and now it's all gone to pieces.""
 ""Lindsy, listen to me. You're strong, you're resilient. You'll get through this, I promise you. Just Lean on me, okay? Let me be here for you.""
 'Why are you being so nice to me? Everyone else has written me off already.'
 ""Because I care about you, Lindsy. And no matter what anyone else says or does, I'll always be here for you""
 'Thank you, Charity. I really appreciate it.' 'Any time, Lindsy.']","['Charity' 'Lindsy' 'Charity' 'Lindsy' 'Charity' 'Lindsy' 'Charity'
 'Lindsy' 'Charity']",Charity,Lindsy,,842608,train,Yes,Yes,Yes,Yes
114,PersonX hears that PersonY has had a bad day,xWant,to make PersonY feel better,Celestina hears that Kaytlin has had a bad day. Now Celestina wants to make Kaytlin feel better.,Celestina hears that Kaytlin has had a bad day. Celestina asks Kaytlin what happened and listens as Kaytlin explains that his teacher was mad at him for not doing his homework and he got a zero on his quiz. Celestina tells Kaytlin that it sounds like he had a really tough day and gives him a hug.,"[""Kaytlin, I'm sorry to hear that you had such a tough day. What exactly happened?""
 'Well, my teacher was mad at me for not doing my homework and I got a zero on my quiz.'
 ""That does sound like a tough day. I'm sure your teacher was just trying to help you by giving you that low grade.""
 'Yeah, I guess so. But it still feels terrible.'
 ""Of course it does. Kaytlin, do you want to talk about it more? I'm here for you and I want to help however I can.""]",['Celestina' 'Kaytlin' 'Celestina' 'Kaytlin' 'Celestina'],Celestina,Kaytlin,,854089,train,Yes,Yes,Yes,Yes
115,PersonX mends PersonY's finger,xWant,to make PersonY feel better,Gentry mends Kitana's finger. Now Gentry wants to make Kitana feel better.,"Gentry wants to make Kitana feel better, so she gets him an ice pack for his finger and sits with him until he feels better.","['Hi Kitana, how are you feeling?' 'Not great. My finger really hurts.'
 ""I'm so sorry. Here, let me get you an ice pack.""
 ""Thank you, Gentry. You're always so kind.""
 ""It's the least I could do. How did this happen?""
 'I was chopping vegetables and the knife slipped.'
 'That sounds like it hurt! Is there anything I can do to help you feel better?'
 'Just sitting here with me is helping a lot, thank you.'
 ""I'm happy to do it. Do you want to talk about anything?""
 'Not really. I just feel kind of down, you know?'
 ""Yeah, I can understand that. It's tough when we get hurt unexpectedly.""
 'Yeah. I just hate feeling like this.'
 ""I know how you feel. But ice is going to help a lot and before you know it, you'll be feeling better again.""
 'Thanks, Gentry.']","['Gentry' 'Kitana' 'Gentry' 'Kitana' 'Gentry' 'Kitana' 'Gentry' 'Kitana'
 'Gentry' 'Kitana' 'Gentry' 'Kitana' 'Gentry' 'Kitana']",Gentry,Kitana,,855248,train,Yes,Yes,Yes,Yes
116,PersonX feels that PersonY is nervous,xWant,to make PersonY feel better,Terrin feels that Dacota is nervous. Now Terrin wants to make Dacota feel better.,"Dacota is nervous about her upcoming test. Terrin sees that she is biting her nails and tapping her foot, so he decide to sit next to her and offer some encouraging words. He tells her that he knows she can do it and that he believes in her.","[""Hey, it looks like you're getting pretty nervous about your upcoming test.""
 ""Yeah, I am. I'm just worried that I'm not going to do well.""
 ""Well, don't worry. I know you can do it. You're a smart person and you've been studying hard. I believe in you.""
 'Thank you, Terrin. Just hearing you say that makes me feel a little better.'
 ""Of course! I'm always here for you if you need to talk or want some encouragement.""
 'Thanks, Terrin. I really appreciate it.']",['Terrin' 'Dacota' 'Terrin' 'Dacota' 'Terrin' 'Dacota'],Terrin,Dacota,,863395,train,Yes,Yes,Yes,Yes
117,PersonX tells PersonY about it,xIntent,to make PersonY feel better,Briannah tells Kennadi about it because Briannah wants to make Kennadi feel better.,Briannah told Kennadi about his own problems in order to make Kennadi feel better. Briannah explained that he sometimes feels like he can't do anything right and that people are always judging him. He also said that he sometimes gets so angry that he can't think straight.,"[""Hey, Kennadi. I noticed you looked really upset earlier. What's going on?""
 'Yeah, I just had a really crappy day. Everything just went wrong and it feels like everyone is judging me.'
 ""I know how you feel. I sometimes feel like I can't do anything right and that people are always judging me. It sucks.""
 ""Yeah, it does. And sometimes I get so angry that I can't think straight. It's like everything just builds up until I explode.""
 ""Yeah, I know what you mean. It's hard to deal with sometimes. But you're not alone in feeling that way. A lot of people feel like that at times. Just remember that things will eventually get better and try to stay positive through the tough times""
 'Thanks, Briannah. That means a lot.'
 'No problem, man. We all have to stick together.']",['Briannah' 'Kennadi' 'Briannah' 'Kennadi' 'Briannah' 'Kennadi' 'Briannah'],Briannah,Kennadi,,871054,train,Yes,Yes,Yes,Yes
118,PersonX reduces PersonY's anger,xNeed,to make PersonY feel better,Esabella made Lael feel better. Esabella reduces Lael's anger.,"Lael was feeling angry, but Esabella made her feel better by talking to her and reducing her anger.","['Hi Lael, how are you doing?'
 ""I'm feeling kind of angry right now. Just seeing all this mess around me makes me so mad.""
 ""I can understand why you might be feeling that way. It's really tough when things are such a mess and we don't know how to fix them.""
 ""Yeah, I just feel like everything is falling apart and I can't do anything about it. It's just so frustrating.""
 ""Yeah, I know how you feel. But sometimes when we're feeling like that, it helps to talk to someone who understands and can help us see things in a different light. Would you like to talk about what's going on?""
 'Yeah, I think that would help. Thanks, Esabella.'
 ""Of course. So, what's been going on that's been making you so angry?""]",['Esabella' 'Lael' 'Esabella' 'Lael' 'Esabella' 'Lael' 'Esabella'],Esabella,Lael,,881094,train,Yes,Yes,Yes,Yes
119,PersonX asks if PersonY would like to help,xIntent,to make PersonY feel better,Kortni asks if Javin would like to help because Kortni wants to make Javin feel better.,"Kortni asks if Javin would like to help because Kortni wants to make Javin feel better about herself. Kortni thinks that maybe if Javin helps her with something, she will feel better about herself and not so left out.","['Javin, I was wondering if you might want to help me with something.'
 'Sure, what is it?'
 'Well, I was thinking that maybe if you helped me with something, you would feel better about yourself and not so left out.'
 'What do you need help with?'
 ""I don't know, anything really. Just something to make you feel useful.""
 ""Okay, I'll help you with whatever you need.""]",['Kortni' 'Javin' 'Kortni' 'Javin' 'Kortni' 'Javin'],Kortni,Javin,,882048,train,Yes,Yes,Yes,Yes
120,PersonX lays PersonY down in the bathtub,xIntent,to make PersonY feel better,Amada lays Ainslee down in the bathtub because Amada wants to make Ainslee feel better.,Amada lays Ainslee down in the bathtub and runs the water. Amada adds some bubbles to the tub and makes sure the water is not too hot before helping Ainslee into the tub. Ainslee relaxes in the tub while Amada washes her hair.,"['So, how are you feeling today?' ""I'm feeling better, thanks for asking.""
 ""That's good to hear. How's your head?""
 ""It's a little better. The pain isn't as bad as it was before.""
 ""That's good. I'm glad the pain is subsiding. Are you still having any trouble with your vision?""
 ""No, my vision is fine now. The doctors said that my injuries weren't too severe and that I should make a full recovery.""
 ""That's great news! I'm so relieved to hear that.""
 'Me too. I was really worried that I might not be able to see again.'
 ""I know. But like they say, everything happens for a reason. And I'm sure there's a reason why you were spared.""
 'Yeah, I guess so.' 'So, what do you think the future holds for you?'
 ""I'm not sure. I'm just taking things one day at a time right now.""
 ""That's understandable. It's probably going to take some time for you to adjust to everything that's happened.""
 'Yeah, it definitely has been a lot to deal with.'
 ""Well, if there's anything I can do to help, please don't hesitate to let me know.""
 'Thanks, Amada. I appreciate it.']","['Amada' 'Ainslee' 'Amada' 'Ainslee' 'Amada' 'Ainslee' 'Amada' 'Ainslee'
 'Amada' 'Ainslee' 'Amada' 'Ainslee' 'Amada' 'Ainslee' 'Amada' 'Ainslee']",Amada,Ainslee,,895866,train,Yes,Yes,No,No
121,PersonX feels bad for PersonY,xWant,to make PersonY feel better,Tionna feels bad for Kameryn. Now Tionna wants to make Kameryn feel better.,"Tionna felt bad for Kameryn. He wanted to make Kameryn feel better, so he decided to give him a hug.","['Hey, Kameryn. You okay?'
 ""Not really. I'm just feeling a bit down lately.""
 ""That's understandable. It sounds like you've been through a lot lately.""
 ""Yeah. I just feel like I'm not really good at anything anymore.""
 ""That's not true, Kameryn. You're one of the most talented people I know.""
 ""But what does that matter if I can't even make myself happy?""
 'Kameryn, you\'re allowed to be sad sometimes. It doesn\'t mean that you\'re not good at anything. Everyone has their off days. Heck, even I have them sometimes too. But that doesn\'t mean that we should give up on ourselves, right? We should keep fighting and striving to be the best versions of ourselves that we can be. Because in the end, that\'s all that matters – how we see ourselves.""'
 ""You're right, Tionna. Thank you for talking to me. I feel a bit better now.""
 'No problem, Kameryn. Anytime you need to talk, I\'m here for you.""']","['Tionna' 'Kameryn' 'Tionna' 'Kameryn' 'Tionna' 'Kameryn' 'Tionna'
 'Kameryn' 'Tionna']",Tionna,Kameryn,,895914,train,Yes,Yes,Yes,Yes
122,PersonX whispers into PersonY’s ear,xIntent,to make PersonY feel better,Nakiya whispers into Kollin’s ear because Nakiya wants to make Kollin feel better.,"Nakiya whispers into Kollin's ear, ""I'm sorry your day was so tough. I hope tomorrow is better.""","[""I'm sorry your day was so tough. I hope tomorrow is better.""
 'Thanks, Nakiya. It was just one of those days where everything went wrong. I really appreciate your understanding.'
 ""Of course, Kollin. I know how it feels to have a day like that. Just know that I'm here for you if you need to talk or vent about anything.""
 'Thank you, Nakiya. Your support means a lot to me.']",['Nakiya' 'Kollin' 'Nakiya' 'Kollin'],Nakiya,Kollin,,902463,train,Yes,Yes,Yes,Yes
